hour,day,month,year,cloud_coverage,Visibility,temperature,dew_point,relative_humidity,wind_speed,station_pressure,altimeter,solar_energy
14,3,9,2016,0.01,10.0,26.1,14.29,46.28,8.0,29.35,30.15,4111.0
15,3,9,2016,0.55,10.0,25.53,14.54,48.16,8.0,29.34,30.14,3137.5
16,3,9,2016,0.63,10.0,25.53,14.94,49.44,6.84,29.34,30.13,2303.0
17,3,9,2016,0.0,10.0,24.49,15.66,54.56,6.44,29.34,30.13,1378.75
6,4,9,2016,0.0,9.96,15.64,14.37,90.12,3.16,29.38,30.17,54.9
7,4,9,2016,0.0,10.0,18.43,15.7,83.16,4.4,29.39,30.19,682.0
8,4,9,2016,0.0,10.0,21.29,16.75,74.8,7.08,29.41,30.21,1860.5
9,4,9,2016,0.0,10.0,23.84,17.12,66.32,7.96,29.41,30.21,2909.5
10,4,9,2016,0.14,10.0,25.46,16.23,54.8,9.04,29.4,30.2,3436.75
11,4,9,2016,0.15,10.0,26.14,14.56,48.08,8.08,29.39,30.19,3495.25
12,4,9,2016,0.0,10.0,26.64,15.04,48.92,7.0,29.38,30.17,4079.75
13,4,9,2016,0.0,10.0,26.94,15.41,50.36,6.92,29.36,30.16,4135.25
14,4,9,2016,0.0,10.0,27.46,15.44,47.72,8.24,29.34,30.14,3657.25
15,4,9,2016,0.0,10.0,27.13,16.06,51.12,8.28,29.34,30.13,2228.5
16,4,9,2016,0.0,10.0,26.78,16.59,56.28,6.6,29.34,30.13,1969.25
17,4,9,2016,0.0,10.0,25.84,17.5,63.36,6.0,29.33,30.12,1424.5
6,5,9,2016,0.01,9.88,19.38,18.06,93.2,4.4,29.35,30.15,70.03
7,5,9,2016,0.39,10.0,21.8,19.86,89.88,6.76,29.36,30.15,534.75
8,5,9,2016,0.53,10.0,24.36,20.99,83.48,7.72,29.36,30.16,1402.5
9,5,9,2016,0.71,10.0,26.87,21.72,72.32,9.84,29.36,30.15,2050.5
10,5,9,2016,0.43,10.0,28.73,22.4,68.04,9.48,29.35,30.14,2813.75
11,5,9,2016,0.11,10.0,30.2,23.02,63.69,9.21,29.34,30.14,3699.5
12,5,9,2016,0.72,10.0,30.85,23.43,62.44,8.2,29.32,30.12,4104.25
13,5,9,2016,0.64,10.0,31.23,23.25,59.16,11.12,29.31,30.1,3744.0
14,5,9,2016,0.82,10.0,31.35,22.83,59.8,11.44,29.28,30.07,3502.25
15,5,9,2016,0.82,10.0,31.51,23.27,59.16,10.12,29.28,30.07,2518.5
16,5,9,2016,0.52,10.0,31.0,23.24,60.64,8.12,29.27,30.06,2193.75
17,5,9,2016,0.8,10.0,29.83,23.98,68.28,8.08,29.28,30.07,1111.5
6,6,9,2016,0.0,5.51,21.97,21.52,97.61,4.57,29.34,30.13,39.26
7,6,9,2016,0.0,9.98,25.15,23.65,88.05,8.78,29.33,30.12,538.0
8,6,9,2016,0.0,10.0,27.26,24.21,81.36,12.04,29.33,30.12,1595.25
9,6,9,2016,0.0,10.0,29.07,24.84,74.76,13.64,29.34,30.14,2681.0
10,6,9,2016,0.29,10.0,30.24,25.05,72.0,10.84,29.34,30.13,3444.5
11,6,9,2016,0.64,10.0,31.15,24.96,66.72,10.04,29.33,30.12,3668.25
12,6,9,2016,0.63,10.0,31.67,24.64,63.32,11.76,29.31,30.11,3032.25
13,6,9,2016,0.54,10.0,31.91,24.28,62.36,11.28,29.3,30.09,2261.75
14,6,9,2016,0.55,10.0,32.38,24.07,59.08,11.72,29.29,30.08,2854.0
15,6,9,2016,0.63,10.0,32.06,24.1,60.6,10.04,29.29,30.08,2354.5
16,6,9,2016,0.63,10.0,31.63,24.11,61.96,10.84,29.27,30.06,1986.75
17,6,9,2016,0.38,10.0,30.35,23.75,64.68,8.2,29.27,30.06,1193.75
6,7,9,2016,0.0,9.84,23.25,23.05,93.0,7.6,29.3,30.09,33.85
7,7,9,2016,0.0,9.96,25.29,23.77,87.12,9.04,29.3,30.09,531.25
8,7,9,2016,0.0,10.0,27.25,24.39,82.44,8.2,29.3,30.09,1620.5
9,7,9,2016,0.0,10.0,29.16,24.77,75.6,7.72,29.29,30.08,2701.75
10,7,9,2016,0.0,10.0,30.73,24.8,68.72,10.92,29.29,30.08,3502.5
11,7,9,2016,0.44,10.0,31.56,24.28,64.04,11.44,29.27,30.06,3777.5
12,7,9,2016,0.54,10.0,31.85,24.48,62.04,9.84,29.24,30.03,2712.5
13,7,9,2016,0.75,10.0,32.15,24.02,60.6,14.04,29.22,30.01,2858.25
14,7,9,2016,0.44,10.0,32.49,23.0,54.84,14.12,29.19,29.98,2652.5
15,7,9,2016,0.52,10.0,32.02,23.08,55.32,14.24,29.18,29.97,2369.25
16,7,9,2016,0.45,10.0,30.88,22.87,59.08,13.04,29.2,29.99,1760.0
17,7,9,2016,0.14,10.0,29.2,22.98,65.56,8.44,29.2,29.99,675.75
6,8,9,2016,0.96,4.16,24.17,23.47,94.14,10.07,29.12,29.92,31.6
7,8,9,2016,1.0,6.03,23.61,23.13,95.66,8.72,29.13,29.92,42.8
8,8,9,2016,1.0,3.12,23.86,23.62,98.11,6.86,29.14,29.94,23.55
9,8,9,2016,1.0,5.62,24.08,23.67,97.0,2.47,29.16,29.95,230.03
10,8,9,2016,0.93,7.56,24.3,23.81,96.17,4.44,29.15,29.95,611.75
11,8,9,2016,0.85,9.58,24.62,24.3,95.85,5.73,29.15,29.94,571.25
12,8,9,2016,0.83,10.0,24.77,23.81,91.12,6.72,29.15,29.94,1063.0
13,8,9,2016,0.56,10.0,25.2,23.92,87.92,7.2,29.13,29.92,862.5
14,8,9,2016,0.75,10.0,26.12,23.6,85.12,8.36,29.13,29.92,1328.75
15,8,9,2016,0.53,10.0,26.16,23.45,82.0,8.04,29.13,29.92,1984.5
16,8,9,2016,0.01,9.96,25.42,22.94,82.84,6.36,29.12,29.91,1319.0
17,8,9,2016,0.01,10.0,24.81,23.35,88.84,4.4,29.12,29.91,476.0
6,9,9,2016,0.96,0.84,19.94,20.35,98.96,2.96,29.18,29.98,18.91
7,9,9,2016,1.0,1.69,20.64,21.12,98.07,4.46,29.19,29.99,156.73
8,9,9,2016,1.0,2.56,21.22,21.81,98.85,5.19,29.19,29.98,371.5
9,9,9,2016,1.0,5.5,21.69,21.91,98.04,6.0,29.19,29.98,601.25
10,9,9,2016,0.8,8.04,22.24,21.45,92.89,9.35,29.16,29.95,754.75
11,9,9,2016,0.99,8.08,23.25,21.62,88.92,9.04,29.15,29.94,980.25
12,9,9,2016,0.91,10.0,23.97,21.52,84.62,7.61,29.15,29.95,1431.0
13,9,9,2016,0.98,10.0,25.08,21.93,85.49,2.77,29.14,29.93,1447.75
14,9,9,2016,1.0,10.0,25.1,21.87,80.92,6.52,29.12,29.91,1719.5
15,9,9,2016,1.0,8.4,25.04,22.78,88.52,4.48,29.09,29.88,285.5
16,9,9,2016,1.0,7.34,24.67,23.52,92.94,4.56,29.07,29.87,354.5
17,9,9,2016,0.94,6.55,24.37,23.65,93.71,7.0,29.07,29.87,110.3
6,10,9,2016,1.0,3.96,20.47,20.64,96.71,5.74,29.09,29.89,0.0
7,10,9,2016,0.63,9.04,21.21,21.28,99.72,0.0,29.07,29.86,323.48
8,10,9,2016,0.81,10.0,21.77,20.76,91.56,8.89,29.09,29.89,1334.0
9,10,9,2016,1.0,8.3,20.71,19.62,91.74,11.33,29.13,29.93,846.5
10,10,9,2016,0.97,10.0,22.41,19.85,85.07,13.14,29.14,29.93,1429.75
11,10,9,2016,0.99,10.0,23.49,19.0,73.04,13.04,29.15,29.94,2896.0
12,10,9,2016,0.44,10.0,23.72,16.94,63.8,15.88,29.17,29.96,3035.75
13,10,9,2016,0.44,10.0,23.75,15.75,58.8,14.08,29.17,29.96,2263.25
14,10,9,2016,0.14,10.0,23.75,12.71,48.72,16.36,29.17,29.96,3973.75
15,10,9,2016,0.62,10.0,23.52,12.94,48.4,15.08,29.17,29.96,3715.5
16,10,9,2016,0.15,10.0,22.81,12.8,51.28,15.76,29.18,29.97,1981.75
17,10,9,2016,0.0,10.0,21.35,12.57,53.52,11.8,29.22,30.01,1378.0
6,11,9,2016,0.0,10.0,11.81,12.43,94.92,1.08,29.42,30.22,30.25
7,11,9,2016,0.0,10.0,15.58,13.0,78.36,0.0,29.43,30.23,616.75
8,11,9,2016,0.0,10.0,18.56,13.71,69.04,0.0,29.44,30.24,1894.25
9,11,9,2016,0.0,10.0,20.85,11.98,55.16,1.16,29.44,30.24,3008.5
10,11,9,2016,0.01,10.0,22.0,11.72,50.92,1.72,29.44,30.24,3852.75
11,11,9,2016,0.01,10.0,22.78,10.54,45.44,0.0,29.43,30.23,4369.75
12,11,9,2016,0.01,10.0,23.53,10.51,42.68,0.0,29.41,30.21,4553.5
13,11,9,2016,0.01,10.0,24.21,10.73,42.32,0.24,29.39,30.19,4475.25
14,11,9,2016,0.0,10.0,24.74,10.46,40.28,3.52,29.37,30.17,4111.75
15,11,9,2016,0.28,10.0,24.92,10.2,39.16,3.16,29.36,30.15,3512.75
16,11,9,2016,0.28,10.0,24.77,10.81,40.76,0.0,29.35,30.15,2490.0
17,11,9,2016,0.0,10.0,23.34,12.76,50.8,3.88,29.34,30.14,1275.5
6,12,9,2016,0.0,10.0,12.68,12.52,93.0,0.12,29.36,30.16,28.38
7,12,9,2016,0.0,10.0,16.0,14.13,88.08,3.4,29.36,30.16,603.5
8,12,9,2016,0.0,10.0,19.36,15.17,76.64,5.36,29.36,30.16,1874.25
9,12,9,2016,0.0,10.0,22.57,15.16,62.8,8.04,29.36,30.16,3024.5
10,12,9,2016,0.0,10.0,24.41,13.91,52.08,8.4,29.35,30.15,3820.0
11,12,9,2016,0.0,10.0,25.34,13.52,47.12,7.08,29.34,30.13,4327.5
12,12,9,2016,0.0,10.0,26.18,13.49,44.8,8.2,29.32,30.11,4563.0
13,12,9,2016,0.0,10.0,26.5,13.49,43.48,9.32,29.3,30.09,4470.25
14,12,9,2016,0.0,10.0,26.82,14.16,45.4,10.32,29.29,30.08,4110.5
15,12,9,2016,0.0,10.0,26.68,13.65,42.84,9.0,29.27,30.06,3435.75
16,12,9,2016,0.0,10.0,26.06,13.82,45.84,9.24,29.27,30.06,2459.75
17,12,9,2016,0.0,10.0,23.9,14.82,55.36,5.8,29.26,30.05,1226.25
6,13,9,2016,0.0,10.0,14.53,13.97,92.04,0.24,29.3,30.09,16.15
7,13,9,2016,0.0,10.0,18.07,15.8,86.04,0.2,29.31,30.11,526.5
8,13,9,2016,0.0,10.0,21.71,17.38,74.16,5.36,29.33,30.12,1594.5
9,13,9,2016,0.0,10.0,24.34,17.49,61.36,5.72,29.33,30.12,2598.25
10,13,9,2016,0.0,10.0,26.39,18.29,60.72,6.72,29.33,30.12,2715.0
11,13,9,2016,0.0,10.0,27.32,18.57,57.6,6.12,29.32,30.11,3858.5
12,13,9,2016,0.0,10.0,27.84,19.07,58.56,7.08,29.31,30.11,3872.75
13,13,9,2016,0.0,10.0,28.5,19.0,54.56,6.36,29.3,30.09,2350.5
14,13,9,2016,0.0,10.0,29.72,19.0,52.44,8.08,29.29,30.08,3182.75
15,13,9,2016,0.0,10.0,30.16,18.77,50.36,8.68,29.28,30.07,3390.5
16,13,9,2016,0.02,10.0,29.34,18.54,51.0,4.8,29.27,30.06,1698.0
17,13,9,2016,0.29,10.0,27.71,20.03,62.04,3.76,29.27,30.06,1130.5
6,14,9,2016,0.55,2.6,19.94,20.02,96.84,6.04,29.39,30.19,9.48
7,14,9,2016,0.98,3.52,20.42,20.07,96.56,6.37,29.39,30.2,155.5
8,14,9,2016,1.0,7.8,21.18,20.17,92.88,6.72,29.42,30.22,634.5
9,14,9,2016,0.77,9.47,22.12,20.19,86.08,8.08,29.42,30.23,1092.0
10,14,9,2016,0.66,9.47,23.17,20.15,81.65,8.12,29.43,30.23,1799.25
11,14,9,2016,0.55,10.0,24.52,19.92,75.12,6.89,29.41,30.22,2418.0
12,14,9,2016,0.64,10.0,25.5,19.4,68.44,4.4,29.4,30.2,2959.25
13,14,9,2016,0.9,10.0,26.19,19.34,64.68,7.04,29.39,30.18,4043.5
14,14,9,2016,0.63,10.0,26.43,19.41,66.08,9.72,29.37,30.17,3632.25
15,14,9,2016,0.55,10.0,26.0,18.59,63.92,9.0,29.37,30.17,2400.5
16,14,9,2016,0.91,10.0,25.62,17.94,60.92,9.08,29.37,30.17,1095.5
17,14,9,2016,0.14,10.0,24.35,18.06,66.12,6.64,29.38,30.18,1011.25
6,15,9,2016,0.96,2.46,17.98,17.64,97.92,7.04,29.41,30.21,21.4
7,15,9,2016,0.99,4.58,18.72,18.03,93.0,8.0,29.42,30.22,313.5
8,15,9,2016,0.74,8.73,20.25,18.43,86.3,8.35,29.42,30.22,504.5
9,15,9,2016,0.03,9.96,22.21,18.65,76.64,6.76,29.42,30.22,1248.75
10,15,9,2016,0.6,10.0,24.71,18.97,68.44,6.04,29.41,30.21,1394.75
11,15,9,2016,0.54,10.0,26.47,18.77,62.12,6.4,29.39,30.19,3739.25
12,15,9,2016,0.39,10.0,27.25,18.61,56.8,5.12,29.37,30.17,4064.25
13,15,9,2016,0.56,10.0,27.61,18.96,57.52,5.8,29.35,30.14,3208.75
14,15,9,2016,0.56,10.0,27.71,18.9,58.0,4.56,29.32,30.12,3969.25
15,15,9,2016,0.28,10.0,27.75,18.8,56.36,4.08,29.31,30.11,2593.75
16,15,9,2016,0.25,10.0,27.51,18.91,57.04,6.04,29.31,30.1,1472.25
17,15,9,2016,0.17,10.0,25.99,19.44,65.0,6.04,29.31,30.1,613.25
6,16,9,2016,0.0,9.88,19.36,18.44,93.0,4.08,29.28,30.07,12.69
7,16,9,2016,0.0,9.92,20.92,19.36,88.08,7.68,29.27,30.06,353.13
8,16,9,2016,0.42,10.0,22.9,20.02,81.68,7.76,29.26,30.05,1011.75
9,16,9,2016,0.0,10.0,24.67,20.52,73.44,9.36,29.26,30.05,1135.5
10,16,9,2016,0.72,9.77,23.9,20.78,75.92,10.0,29.26,30.05,1265.5
11,16,9,2016,0.89,7.41,22.25,21.28,89.13,9.45,29.26,30.05,287.5
12,16,9,2016,0.98,4.54,22.13,21.96,95.62,7.85,29.24,30.03,605.75
13,16,9,2016,0.92,6.35,22.15,21.77,94.54,11.54,29.2,29.99,705.0
14,16,9,2016,0.63,9.92,23.17,21.93,90.12,11.0,29.16,29.95,893.0
15,16,9,2016,0.47,10.0,24.73,21.87,83.92,10.76,29.15,29.94,2637.5
16,16,9,2016,0.0,10.0,24.72,21.43,79.96,7.08,29.15,29.94,1822.75
17,16,9,2016,0.0,10.0,24.01,21.52,83.72,5.68,29.15,29.94,618.75
6,17,9,2016,1.0,3.4,20.49,20.62,97.0,5.72,29.17,29.96,0.0
7,17,9,2016,1.0,4.58,20.75,20.62,96.85,2.34,29.17,29.96,61.28
8,17,9,2016,0.99,9.67,21.56,20.71,92.0,2.44,29.18,29.97,399.5
9,17,9,2016,0.63,10.0,23.32,20.54,82.84,7.0,29.19,29.98,1939.0
10,17,9,2016,0.75,10.0,24.62,19.91,73.69,9.35,29.19,29.98,3363.75
11,17,9,2016,0.55,10.0,25.51,19.48,67.0,10.44,29.19,29.98,3309.5
12,17,9,2016,0.63,10.0,26.35,18.53,59.46,10.31,29.18,29.97,3608.5
13,17,9,2016,0.29,10.0,26.68,17.83,55.92,8.76,29.16,29.95,4168.0
14,17,9,2016,0.3,10.0,27.36,17.32,51.84,9.32,29.16,29.95,3455.75
15,17,9,2016,0.5,10.0,27.1,16.29,49.52,8.6,29.16,29.95,2904.25
16,17,9,2016,0.63,10.0,26.77,15.72,48.16,8.72,29.16,29.95,2249.25
17,17,9,2016,0.0,10.0,25.03,15.33,51.84,6.04,29.17,29.96,1055.5
6,18,9,2016,0.44,5.64,16.92,17.09,97.96,4.48,29.2,29.99,19.84
7,18,9,2016,0.15,9.92,19.27,18.1,91.4,3.64,29.2,29.99,428.0
8,18,9,2016,0.0,10.0,21.76,17.76,76.64,5.56,29.22,30.01,1793.5
9,18,9,2016,0.0,10.0,24.1,16.58,62.4,5.68,29.24,30.03,2490.5
10,18,9,2016,0.0,10.0,25.21,13.89,48.2,4.36,29.23,30.02,3904.5
11,18,9,2016,0.0,10.0,26.33,12.42,40.48,6.2,29.22,30.01,4261.75
12,18,9,2016,0.0,10.0,26.96,11.86,37.4,4.6,29.2,29.99,4308.5
13,18,9,2016,0.0,10.0,27.45,11.57,36.24,1.08,29.19,29.98,3703.25
14,18,9,2016,0.0,9.04,28.19,11.08,32.72,1.16,29.17,29.96,3264.0
15,18,9,2016,0.0,10.0,28.44,10.97,32.0,2.56,29.17,29.96,3121.5
16,18,9,2016,0.0,10.0,28.05,11.54,34.2,2.88,29.16,29.95,2363.25
17,18,9,2016,0.0,10.0,26.77,12.52,38.8,0.96,29.17,29.96,1115.5
6,19,9,2016,0.0,10.0,14.03,13.33,91.92,0.12,29.28,30.07,18.1
7,19,9,2016,0.0,10.0,16.87,15.36,87.0,0.0,29.3,30.09,549.5
8,19,9,2016,0.0,10.0,20.51,17.01,77.16,0.12,29.29,30.08,1836.25
9,19,9,2016,0.0,10.0,24.89,15.81,52.55,3.32,29.3,30.09,2999.75
10,19,9,2016,0.0,10.0,27.21,13.06,38.76,7.6,29.3,30.09,3809.0
11,19,9,2016,0.0,10.0,28.58,12.37,34.88,8.0,29.29,30.08,4314.0
12,19,9,2016,0.0,10.0,29.53,12.71,34.4,7.64,29.28,30.07,4531.25
13,19,9,2016,0.0,10.0,30.13,11.94,30.52,9.92,29.27,30.06,4452.25
14,19,9,2016,0.0,10.0,30.46,11.92,30.4,9.72,29.25,30.04,4069.5
15,19,9,2016,0.0,10.0,30.32,11.96,30.04,10.64,29.23,30.02,3385.5
16,19,9,2016,0.0,10.0,29.63,11.78,31.4,8.4,29.23,30.02,2367.5
17,19,9,2016,0.0,10.0,27.2,13.43,40.0,6.36,29.23,30.02,1104.25
6,20,9,2016,0.48,9.96,17.13,16.74,92.88,0.24,29.34,30.14,16.81
7,20,9,2016,0.62,9.96,20.8,18.48,85.28,0.12,29.36,30.15,413.75
8,20,9,2016,0.4,10.0,24.66,19.9,73.56,1.2,29.36,30.15,1384.75
9,20,9,2016,0.0,10.0,27.09,20.62,63.08,4.04,29.36,30.16,2692.25
10,20,9,2016,0.14,10.0,28.99,20.39,57.64,2.68,29.36,30.16,3631.75
11,20,9,2016,0.64,10.0,30.15,19.92,52.24,5.68,29.34,30.14,3406.0
12,20,9,2016,0.44,10.0,31.05,19.7,49.28,4.28,29.34,30.13,4112.0
13,20,9,2016,0.48,10.0,31.16,19.52,46.6,1.84,29.32,30.11,3140.0
14,20,9,2016,0.03,10.0,31.63,19.18,45.28,0.24,29.31,30.1,3268.25
15,20,9,2016,0.01,10.0,31.51,19.28,46.04,2.12,29.31,30.1,2903.5
16,20,9,2016,0.0,10.0,30.44,19.3,46.6,3.72,29.31,30.1,2007.75
17,20,9,2016,0.0,10.0,28.98,19.53,53.0,4.28,29.31,30.1,1003.0
6,21,9,2016,0.0,9.92,17.43,16.98,92.88,0.2,29.37,30.17,23.08
7,21,9,2016,0.0,10.0,19.79,17.95,85.72,1.2,29.39,30.18,570.5
8,21,9,2016,0.0,10.0,23.76,18.14,71.76,0.2,29.41,30.21,1157.5
9,21,9,2016,0.0,10.0,26.35,18.12,60.32,1.72,29.43,30.23,2739.75
10,21,9,2016,0.0,10.0,28.66,17.37,48.32,2.68,29.39,30.19,3184.0
11,21,9,2016,0.0,10.0,29.93,16.12,41.6,6.28,29.38,30.18,4067.0
12,21,9,2016,0.0,10.0,30.8,15.74,38.56,3.88,29.36,30.16,4353.75
13,21,9,2016,0.0,10.0,31.29,14.92,35.56,2.2,29.36,30.16,4233.5
14,21,9,2016,0.28,10.0,31.41,15.96,37.76,1.8,29.37,30.17,3823.25
15,21,9,2016,0.14,10.0,30.83,18.31,48.45,14.12,29.36,30.16,2246.25
16,21,9,2016,0.0,10.0,29.38,19.62,59.93,13.68,29.35,30.14,1801.5
17,21,9,2016,0.32,7.36,27.16,19.85,63.24,7.88,29.32,30.11,840.75
6,22,9,2016,0.0,9.84,16.62,15.78,90.12,0.24,29.3,30.09,13.7
7,22,9,2016,0.0,9.92,19.66,17.21,87.0,0.96,29.31,30.11,499.75
8,22,9,2016,0.0,10.0,23.59,18.01,69.84,6.32,29.31,30.11,1723.75
9,22,9,2016,0.0,10.0,27.32,17.68,55.44,7.08,29.31,30.11,2883.25
10,22,9,2016,0.0,10.0,29.61,17.09,45.32,8.04,29.3,30.1,3718.75
11,22,9,2016,0.0,10.0,30.76,16.34,40.28,6.48,29.28,30.07,4173.25
12,22,9,2016,0.0,10.0,31.86,15.63,35.88,6.96,29.26,30.05,4416.0
13,22,9,2016,0.0,10.0,31.69,14.96,34.6,5.08,29.23,30.02,3928.25
14,22,9,2016,0.0,10.0,31.93,14.25,33.0,6.76,29.22,30.01,2469.0
15,22,9,2016,0.0,10.0,31.52,14.69,34.28,7.24,29.2,29.99,2161.75
16,22,9,2016,0.0,10.0,30.17,15.06,37.04,7.64,29.2,29.99,1241.25
17,22,9,2016,0.0,10.0,28.83,15.28,41.16,5.36,29.2,29.99,405.5
6,23,9,2016,0.0,7.16,17.18,17.0,93.32,0.2,29.3,30.09,11.58
7,23,9,2016,0.0,8.84,20.72,19.32,87.0,0.96,29.3,30.09,509.5
8,23,9,2016,0.0,9.96,24.75,20.05,70.24,1.08,29.3,30.09,1604.25
9,23,9,2016,0.0,10.0,27.63,19.67,59.76,2.04,29.31,30.1,2721.25
10,23,9,2016,0.0,10.0,28.97,19.29,54.2,0.96,29.3,30.09,3541.5
11,23,9,2016,0.0,10.0,30.08,18.66,48.24,2.68,29.29,30.08,4051.25
12,23,9,2016,0.0,10.0,31.01,18.0,44.04,0.12,29.28,30.07,4270.0
13,23,9,2016,0.01,10.0,31.46,18.24,44.2,4.36,29.25,30.04,4054.0
14,23,9,2016,0.0,10.0,31.59,17.65,41.84,5.24,29.23,30.02,3361.5
15,23,9,2016,0.0,10.0,31.0,19.7,51.33,7.68,29.23,30.02,2847.75
16,23,9,2016,0.17,10.0,31.09,19.73,52.69,8.52,29.24,30.03,1553.75
17,23,9,2016,0.02,10.0,29.86,19.7,56.85,7.36,29.24,30.03,570.0
6,24,9,2016,0.96,1.46,19.25,19.82,95.71,7.39,29.35,30.15,3.8
7,24,9,2016,1.0,1.92,20.49,20.03,92.4,8.37,29.36,30.16,220.05
8,24,9,2016,0.9,3.27,21.87,20.17,89.08,7.08,29.36,30.16,893.25
9,24,9,2016,0.28,5.64,24.29,20.46,78.36,5.76,29.36,30.16,2575.5
10,24,9,2016,0.0,8.04,26.87,20.33,66.28,5.64,29.36,30.15,3473.0
11,24,9,2016,0.0,10.0,28.76,20.42,60.76,5.04,29.34,30.14,3978.0
12,24,9,2016,0.0,10.0,29.92,20.14,56.08,3.72,29.33,30.12,4148.0
13,24,9,2016,0.91,10.0,30.08,19.85,53.96,2.56,29.31,30.11,3068.25
14,24,9,2016,0.29,10.0,30.73,19.91,50.08,5.36,29.29,30.08,3497.0
15,24,9,2016,0.62,10.0,30.45,19.93,51.92,7.8,29.29,30.08,2507.75
16,24,9,2016,0.42,7.44,29.87,20.22,57.36,8.6,29.28,30.08,1618.0
17,24,9,2016,0.01,4.24,28.14,20.12,60.84,8.72,29.28,30.07,350.75
6,25,9,2016,0.32,2.22,18.7,18.23,97.77,3.88,29.31,30.1,6.55
7,25,9,2016,0.13,3.13,20.44,19.4,94.12,7.31,29.3,30.1,348.75
8,25,9,2016,0.28,5.64,23.2,20.48,86.24,7.68,29.3,30.09,1379.0
9,25,9,2016,0.48,9.92,26.29,20.77,70.28,6.72,29.29,30.08,2573.25
10,25,9,2016,0.39,10.0,29.06,20.39,60.2,8.72,29.28,30.07,3325.75
11,25,9,2016,0.29,10.0,30.95,20.25,51.48,11.12,29.26,30.05,3965.0
12,25,9,2016,0.41,10.0,31.79,19.42,46.36,10.52,29.23,30.02,3925.5
13,25,9,2016,0.52,10.0,29.45,18.94,45.58,10.08,29.2,29.99,3178.25
14,25,9,2016,0.64,9.43,27.26,19.0,54.75,11.86,29.19,29.98,647.0
15,25,9,2016,0.73,7.12,27.85,19.55,57.87,8.64,29.17,29.96,1129.75
16,25,9,2016,0.62,10.0,27.25,21.08,68.24,6.08,29.16,29.95,1238.25
17,25,9,2016,0.01,10.0,27.05,20.94,67.72,5.76,29.16,29.95,439.75
6,26,9,2016,0.0,10.0,14.47,13.5,90.96,5.36,29.29,30.08,0.0
7,26,9,2016,0.0,10.0,14.79,13.66,90.0,7.04,29.29,30.08,114.43
8,26,9,2016,0.0,10.0,15.22,12.94,84.96,9.32,29.31,30.1,500.5
9,26,9,2016,0.0,10.0,18.08,9.82,57.83,11.0,29.31,30.1,1354.0
10,26,9,2016,0.0,10.0,20.21,5.23,35.72,14.4,29.29,30.08,4201.25
11,26,9,2016,0.0,10.0,21.03,4.02,32.08,17.0,29.28,30.07,4667.0
12,26,9,2016,0.0,10.0,21.88,2.8,27.4,13.68,29.27,30.06,4713.25
13,26,9,2016,0.0,10.0,22.5,2.23,25.4,15.04,29.24,30.03,4716.25
14,26,9,2016,0.0,10.0,23.01,1.18,22.68,16.72,29.23,30.02,4368.75
15,26,9,2016,0.0,10.0,23.01,0.75,22.04,16.92,29.22,30.01,3575.5
16,26,9,2016,0.0,10.0,22.19,0.68,22.92,13.84,29.22,30.01,2424.75
17,26,9,2016,0.0,10.0,20.06,0.92,27.16,10.16,29.22,30.01,1040.5
6,27,9,2016,0.0,10.0,11.15,7.57,75.52,6.96,29.15,29.94,8.83
7,27,9,2016,0.0,10.0,14.15,8.24,66.56,8.28,29.15,29.94,499.25
8,27,9,2016,0.0,10.0,16.88,8.44,55.52,9.68,29.15,29.94,1864.0
9,27,9,2016,0.0,10.0,19.6,6.69,41.32,10.56,29.14,29.93,3159.75
10,27,9,2016,0.0,10.0,21.83,3.11,27.96,15.44,29.12,29.91,4046.75
11,27,9,2016,0.0,10.0,23.08,1.83,23.84,17.56,29.09,29.88,4597.75
12,27,9,2016,0.0,10.0,23.66,2.16,24.04,15.04,29.06,29.85,4664.0
13,27,9,2016,0.0,10.0,24.37,1.55,22.32,20.52,29.04,29.83,4078.25
14,27,9,2016,0.0,10.0,24.49,1.1,21.0,16.04,29.02,29.81,4262.0
15,27,9,2016,0.0,10.0,24.28,0.42,20.44,16.96,29.01,29.8,3470.75
16,27,9,2016,0.0,10.0,23.68,1.56,23.04,14.96,29.0,29.79,2321.5
17,27,9,2016,0.0,10.0,21.61,2.33,26.96,8.6,29.0,29.79,962.75
6,28,9,2016,0.74,10.0,12.17,10.26,84.92,8.88,29.0,29.79,0.09
7,28,9,2016,0.99,10.0,12.63,9.85,81.4,11.8,29.03,29.82,190.53
8,28,9,2016,1.0,10.0,13.14,9.18,76.8,15.32,29.06,29.85,690.5
9,28,9,2016,0.83,10.0,13.87,9.12,71.16,13.84,29.08,29.87,2071.5
10,28,9,2016,0.75,10.0,15.05,8.47,62.44,14.44,29.09,29.88,3241.75
11,28,9,2016,0.97,10.0,14.85,7.99,59.26,15.44,29.11,29.9,3884.5
12,28,9,2016,1.0,10.0,15.08,7.81,58.08,14.12,29.13,29.92,2063.25
13,28,9,2016,0.99,10.0,15.37,8.29,60.16,14.68,29.14,29.93,2178.25
14,28,9,2016,1.0,10.0,15.57,9.21,62.64,12.6,29.16,29.95,1033.5
15,28,9,2016,1.0,10.0,15.15,9.96,69.88,10.52,29.18,29.97,895.25
16,28,9,2016,1.0,10.0,14.76,10.21,70.52,8.08,29.2,29.99,450.0
17,28,9,2016,1.0,10.0,14.05,11.04,79.6,9.08,29.22,30.01,206.5
